region,city,date,organizer,topic,participants_registered,participants_actual
Berlin,Berlin,2022-09-16,,"""Protest gegen das im Stadt Schloß befindliche Humboldt Forum und dessen Eröffnung""",50.0,40.0
Berlin,Berlin,2022-09-16,,Parking Day Berlin - öffentlichen Raum stadtverträglich und klimagerecht umgestalten,20.0,14.0
Berlin,Berlin,2022-09-16,,"""Mahnwache für Demokratie und Toleranz""",15.0,10.0
Berlin,Berlin,2022-09-16,,"""Am 13. September griff Aserbaidschan die souveränen Länder Armeniens an. Aserbaidschan hat einen groß angelegten Krieg gegen Armenien mit Artillerie, Mörsern und großkalibrigen Schusswaffen begonnen und hält die Dörfer, Städte und andere zivile Infrastrukturen ständig unter dem Ziel. Hunderte armenische Soldaten wurden bei Angriffen getötet, und es gibt noch tausende Verletzte auch unter Zivilisten.""",50.0,30.0
Berlin,Berlin,2022-09-16,,"""Versammlung gegen Iranische Außenpolitik und JCPOA Verhandlungen sowie Einreise des Iranischen Präsidenten in die USA""",50.0,20.0
Berlin,Berlin,2022-09-16,,"""PARKing Day 2022""",50.0,30.0
Berlin,Berlin,2022-09-16,,"""Parking Day Wir wollen darauf aufmerksam machen, dass der motorisierte Individualverkehr auch im ruhenden Zustand viel Fläche beansprucht, die aus unserer Sicht nachhaltiger genutzt werden kann. Wir wollen durch die temporäre geänderte Nutzung des Parkraums zur Diskussion anregen""",25.0,3.0
Berlin,Berlin,2022-09-16,,"""Internationaler Parking Day Flächengerechtigkeit - Parkraum auch Menschen ohne Auto zugänglich und schön machen""",10.0,7.0
Berlin,Berlin,2022-09-16,,"""Kerzen-Kundgebung als Andenken an die Opfer von den Massakern in Sabra und Shatila vor 40 Jahren""",100.0,60.0
Berlin,Berlin,2022-09-17,,"""Friedenscamp Berlin"" (vom 30.07. bis 20.09.2022 - täglich)",30.0,2.0
Berlin,Berlin,2022-09-17,,"""Stop Putin´s Neo-NaZism now!"" (vom 31.08. bis 30.09.2022 - täglich)",20.0,4.0
Berlin,Berlin,2022-09-17,,"""Mit dem Klimacamp wollen wir lokal vor Ort auf die Klimakrise aufmerksam machen. Wir wollen die größte und tiefgreifendste Herausforderung der Menschheit als Thema verstärkt in die Öffentlichkeit bringen und durch eine längerfristige Meinungskundgabe auf die Politik wirken. Das Ziel ist es, nachhaltig verfassungsrechtlich verankerten und notwendigen Klimaschutz zu bewirken. …."" (vom 15.09. bis 26.09.2022 - täglich)",500.0,
Berlin,Berlin,2022-09-17,,"""Menschenrechtsverletzungen und Hinrichtungen im Iran stoppen.""",4.0,4.0
Berlin,Berlin,2022-09-17,,"""Für ein Recht auf Schwangerschaftsabbruch und körperliche Selbstbestimmung""",50.0,
Berlin,Berlin,2022-09-17,,"""Aktionstag zum Baerwaldbad""",500.0,80.0
Berlin,Berlin,2022-09-17,,"""Gedenk Versammlung zum 30. Jahrestag des Mykonos Attentat in Berlin""",1500.0,1000.0
Berlin,Berlin,2022-09-17,,"""Feministische Themen""",500.0,
Berlin,Berlin,2022-09-17,,"""Versammlung mit politischen und sozialen Hintergrund. Zur Erinnerung und Klarstellung der christlichen Werte. Um die Lage der christlichen Menschen in Islamischen dominierten Ländern aufmerksam zu machen.""",7.0,4.0
Berlin,Berlin,2022-09-17,,"""Sexuelle und körperliche Selbstbestimmung sind Menschenrechte LEBEN UND LIEBEN OHNE BEVORMUNDUNG""",2000.0,
Berlin,Berlin,2022-09-17,,"""Solidarität mit den Bürgerprotesten im Iran. Die Verurteilung des Mordes an Mahsa im Iran durch die Sittenpolizei""",50.0,60.0
Berlin,Berlin,2022-09-17,,"""Kirchlicher Dialog „Open Air“: In einer Zeit der gesellschaftlichen Spaltung und der existenziellen Krise vieler Menschen ein Zeichen setzen und Brücken bauen durch Reden, Dialog, Gesang und Lebensimpressionen.""",25.0,20.0
Berlin,Berlin,2022-09-17,,"""Wiederaufbau des Palasts der Republik""",20.0,10.0
Berlin,Berlin,2022-09-17,,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10.0,4.0
Berlin,Berlin,2022-09-17,,"""Selbstbestimmung & Reproduktive Gerechtigkeit""",50.0,
Berlin,Berlin,2022-09-17,,"""Marsch für das Leben 2022""",9000.0,
Berlin,Berlin,2022-09-17,,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden und anderen unschuldigen Menschen in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 26.03. bis 26.11.2022 - jeweils Sa.)",20.0,15.0
Berlin,Berlin,2022-09-17,,"""Stoppt das Massaker an Indigenen ! Nein zum Ausverkauf Amazoniens Lula13""",32.0,14.0
Berlin,Berlin,2022-09-17,,"""We demand to apply sanctions on the Russian house of culture in Berlin (Russisches Haus der Wissenschaft und Kultur) since it serves as a vehicle for russian Propaganda in Europe and is directly influenced by Putin.""",4.0,3.0
Berlin,Berlin,2022-09-17,,"""Heißer Herbst: Energiepreise deckeln, Wohnungen vergesellschaften!""",50.0,70.0
Berlin,Berlin,2022-09-17,,"""Literarisches Gedanken: Informationen und Verlesung von Gedichten von demokratisch- europäisch orientierten belarussischen Dichtern in Vergangenheit und Gegenwart.""",4.0,
Berlin,Berlin,2022-09-17,,"""Am 13. September griff Aserbaidschan die souveränen Länder Armeniens an. Aserbaidschan hat einen groß angelegten Krieg gegen Armenien mit Artillerie, Mörsern und großkalibrigen Schusswaffen begonnen und hält die Dörfer, Städte und andere zivile Infrastrukturen ständig unter dem Ziel. Hunderte armenische Soldaten wurden bei Angriffen getötet, und es gibt noch tausende Verletzte auch unter Zivilisten.""",300.0,
Berlin,Berlin,2022-09-17,,"Genug ist genug - Preise runter, Löhne rauf!""",50.0,50.0
Berlin,Berlin,2022-09-17,,"""Fahrrad feiern -Stadtzentrum umkreisen! (22. Fahrradkreisfahrt des ADFC Berlin e. V.)""",1000.0,300.0
Berlin,Berlin,2022-09-17,,"""Burning Women - Rising the female Voice Frauen für Frieden - MehrMutzumWeiblichen""",150.0,
Berlin,Berlin,2022-09-17,,"""Laufzeitverlängerung der Kernkraftwerke in der Energiekrise""",10.0,10.0
Berlin,Berlin,2022-09-17,,"""Kiezkultur erhalten: Mietentwicklung und Gentrifizierung (Verdrängung) im Helmholtzkiez…""",150.0,
Berlin,Berlin,2022-09-17,,"""Kiezspaziergang: Nein zu Abriss und Verdrängung- Ja, zum Mietenstopp""",50.0,60.0
Berlin,Berlin,2022-09-17,,"""Gerechtigkeit für politische Gefangene aus der Türkei! Mahnwache für Gerechtigkeit Wird seid über 100 Wochen durchgeführt.""",15.0,
Berlin,Berlin,2022-09-17,,"""Derzeitige und geplante Präsenz der Polizei am Kottbusser Tor"" (vom 03.09. bis 31.12.2022 - jeweils Sa.)",40.0,
Berlin,Berlin,2022-09-17,,"""#IchBinArmutsbetroffen""",20.0,10.0
Berlin,Berlin,2022-09-17,,"""Performance zum Ökozid""",30.0,
Berlin,Berlin,2022-09-17,,"""Demonstration gegen die Ausbeutung von Künstlern durch die Musikindustrie""",100.0,
Berlin,Berlin,2022-09-18,,"""Stop Putin´s Neo-NaZism now!"" (vom 31.08. bis 30.09.2022 - täglich)",20.0,3.0
Berlin,Berlin,2022-09-18,,"""Friedenscamp Berlin"" (vom 30.07. bis 20.09.2022 - täglich)",30.0,15.0
Berlin,Berlin,2022-09-18,,"""Mahnwache-Ereignisse in Odessa im Gewerkschaftshaus 2014""",10.0,7.0
Berlin,Berlin,2022-09-18,,"""Herr Lindner: 1 Dienstwagen oder 60 Klimatickets?""",250.0,150.0
Berlin,Berlin,2022-09-18,,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10.0,2.0
Berlin,Berlin,2022-09-18,,"""Fahrraddemo: Stoppt die US-Blockde gegen Kuba""",200.0,70.0
Berlin,Berlin,2022-09-18,,"""Shalom alachem - Frieden für alle""",150.0,95.0
Berlin,Berlin,2022-09-18,,"""Animal Rights Square: Video-Aktion zur Aufklärung über die Tierindustrie""",15.0,
Berlin,Berlin,2022-09-18,,"""Unterstützung der friedlichen, algerischen Revolution hin zu einem demokratischen Staat"" (vom 17.07.2022 bis 01.01.2023 - jeweils So.)",10.0,6.0
Berlin,Berlin,2022-09-18,,"""Für einen achtsameren, nachhaltigeren Lebenswandel zur Rettung unserer Lebensgrundlagen. Aktion: Gehmeditation ""Klimastreifen"" und Kreis-Aktion""",80.0,
Berlin,Berlin,2022-09-18,,"""Bunte Frauen Fahrradtour 2022""",300.0,
Berlin,Berlin,2022-09-18,,"""Mahnwache für einen im Berliner Straßenverkehr getöteten Fußgänger""",15.0,29.0
Berlin,Berlin,2022-09-18,,"""Russische Besetzung bedeutet Mord und Genozid, und Waffenlieferung ist der einzige Mittel dagegen - anlässlich der vor kurzem entdeckte Massengräbe in Isjum und anderen von den Besatzungskräfte kürzlich befreiten Gebieten""",250.0,180.0
Berlin,Berlin,2022-09-18,,"""Friedensfestival mit Künstlern aus der Ukraine, aus Frankreich und Russland""",300.0,80.0
Berlin,Berlin,2022-09-19,,"""Friedenscamp Berlin"" (vom 30.07. bis 20.09.2022 - täglich)",30.0,
Berlin,Berlin,2022-09-19,,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10.0,2.0
Berlin,Berlin,2022-09-19,,"""Mahnwache vor dem RKI. Kritisiert wird die Rolle des RKI im Zusammenhang mit der Corona-Hysterie und den dadurch begründeten Menschenrechtsverletzungen. Ferner besteht weiterhin unerfüllt die Forderung nach Erfüllung der Informationspflicht als Regierungsbehörde."" (vom 02.05. bis 31.10.2022 - jeweils Mo.)",15.0,10.0
Berlin,Berlin,2022-09-19,,"""XR Buddhists Geh- und Sitzmeditation - Protest gegen die Finanzierung von Kohle, Öl und Gas durch die Deutsche Bank""",26.0,26.0
Berlin,Berlin,2022-09-19,,"""Bundesweiter Tag der Zivilcourage - Zeig mehr Zivilcourage...""",150.0,
Berlin,Berlin,2022-09-19,,"""Mahnwache für Frieden und Menschenrechte"" (vom 11.07. bis 26.09.2022 - jeweils Mo.)",10.0,4.0
Berlin,Berlin,2022-09-19,,"""Für Frieden Freiheit Souveränität und Selbstbestimmung gehen die Freien Geister 4Gs - Alexanderplatz &#128330;&#65039; Wir zusammen Spazierengegen: - für den zusammenhalt in der Gesellschaft - für unsere Kinder und deren Zukunft - für Frieden auf DER ganzen WELT - gegen die Berufsbezogenene / allgemein Impfpflicht - gegen die Inflation und Wirtschaftskrise in unserem Land! WIR WOLLEN DEUTSCHLAND NICHT GEGEN DIE WAND FAHREN SEHEN!"" (vom 05.09.2022 bis 24.10.2022 - jeweils Mo.) (vom 02.11.2022 bis 31.05.2023 - jeweils Mi.)",250.0,76.0
Berlin,Berlin,2022-09-19,,"""Gegen Menschenrechte Verletzungen in der Iran.""",60.0,
Berlin,Berlin,2022-09-19,,"""Gemeinsam leben - FÜR ein selbst bestimmtes, friedliches und tolerantes Miteinander ab sofort und in unser ALLER Zukunft"" (vom 18.04. bis 26.12.2022 - jeweils Mo.)",200.0,
Berlin,Berlin,2022-09-19,,"""Stoppt den Krieg! Frieden und Freiheit für die Ukraine! Jetzt!"" (vom 11.07. bis 26.09.2022 - jeweils Mo.)",15.0,15.0
Berlin,Berlin,2022-09-19,,"""Für Frieden, Freiheit und Selbstbestimmung"" (vom 13.06. bis 26.12.2022 - jeweils Mo.)",30.0,50.0
Berlin,Berlin,2022-09-19,,"""Protest gegen Hartz 4 und das Bürgergeld - Montag ist der Tag des Widerstands"" (vom 03.01. bis 20.12.2022 - jeweils Mo.)",30.0,4.0
Berlin,Berlin,2022-09-19,,"""WIR STEHEN FÜR ... Rücktritt & Sanktionen für Verantwortliche der Coronapolitik. ... Aufarbeitung & Wiedergutmachung des menschenrechtsverletzenden Missmanagements & der Korruption der letzten Jahre. ... neutrale & umfassende Berichterstattung & die sofortige Beendigung jeglicher Kriegspropaganda. WIR SAGEN NEIN zu Transhumanismus & Great Reset des WEF. NEIN zur digitalen Überwachung. NEIN zum selbstzerstörischen Umgang mit der Krisensituation in unserem Land.""",100.0,70.0
Berlin,Berlin,2022-09-19,,"""Antikriegsmahnwache, jetzt speziell die militärischen Auseinandersetzungen zwischen Russland und der Ukraine betreffend"" (vom 04.07. bis 26.09.2022 - jeweils Mo.)",10.0,5.0
Berlin,Berlin,2022-09-19,,"""Fortführung der DAUERVERANSTALTUNG ""Mahnwache am Kanzleramt zur sofortigen Abschaltung aller Atomanlagen""."" (vom 04.07. bis 26.12.2022 - jeweils Mo.)",20.0,
Berlin,Berlin,2022-09-19,,"""Nachbarschaftlich für Frieden, gegen den Covid-Impfpass, ID 2020 und das globale WHO-Pandemie-Diktat!"" (vom 13.06. bis 26.09.2022 - jeweils Mo.)",40.0,21.0
Berlin,Berlin,2022-09-19,,"""Antikapitalistische Kundgebungen gegen Krieg und Teuerungen""",20.0,18.0
Berlin,Berlin,2022-09-19,,"""Für die sofortige und bedingungslose Wiederherstellung aller Grundrechte, - für eine unbeschwerte Kindheit unserer Kinder, - für faire Arbeitsbedingungen und Löhne statt Impfpflicht für Pflegeberufe, - für ein sofortiges Ende jeglicher Impfpflichtbestrebungen, - für die vollständige und unabhängige Aufklärung der Coronamaßnahmen, - für den sofortigen Stopp der politisch erzeugten Kostenexplosionen..."" (vom 05.09. bis 26.09.2022 - jeweils Mo.)",55.0,52.0
Berlin,Berlin,2022-09-19,,"""Frieden, Freiheit, Demokratie und Selbstbestimmung""",80.0,70.0
Berlin,Berlin,2022-09-19,,"""Einigkeit und Recht und Freiheit""",80.0,25.0
Berlin,Berlin,2022-09-19,,"""Mahnwache: FLUGLÄRM UND FEINSTAUB MACHEN KRANK! Konsequentes Nachtflugverbot von 22 Uhr bis 6 Uhr am Flughafen BER. Kurzstreckenflüge gehören auf die Schiene. Alle Messdaten der Ultrafeinstaubmessung am Flughafen BER müssen öffentlich werden. Die Subventionierung des Flughafens und der Billigairlines muss beendet werden, denn wer fliegt oder Flüge anbietet, muss die tatsächlichen Kosten zahlen."" (vom 08.08.2022 bis 07.08.2023 - jeweils Mo.)",40.0,9.0
Berlin,Berlin,2022-09-19,,"""Wir sind Vielfalt! Solidarität ist unsere Stärke. Gegen rechtsoffene Versammlungen aller Art und überall!"" (vom 18.07. bis 31.12.2022 - jeweils Mo.)",200.0,
Berlin,Berlin,2022-09-20,,"""Friedenscamp Berlin"" (vom 30.07. bis 20.09.2022 - täglich)",30.0,
Berlin,Berlin,2022-09-20,,"""Solidarität gegen AfD und Polizeigewalt""",30.0,12.0
Berlin,Berlin,2022-09-20,,"""Zum weltkindertag 2022 präsentieren ca. 20 Kinder gemeinsam mit Unicef deutschland und dem Deutschen Kinderhilfswerk in Anwesenheit der Kinder- und Jugendministerin Lisa Paus eine Installation zum Weltkindertagsmotto ""Gemeinsam für Kinderrechte!"". Eingeladen werden regionale und bundesweite Medienvertreter:innen.""",50.0,35.0
Berlin,Berlin,2022-09-20,,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10.0,4.0
Berlin,Berlin,2022-09-20,,"""Solidarität mit den Bürgerprotesten im Iran.""",50.0,50.0
Berlin,Berlin,2022-09-20,,"""Erhalt der Arbeitsplätze bei Evamo Pump Technology Solution PS GmbH""",50.0,40.0
Berlin,Berlin,2022-09-20,,"""Demonstration gegen die Gewalt und Aggressionen seitens der armenischen Armee Appellierung für Frieden und Freiheit""",100.0,100.0
Berlin,Berlin,2022-09-20,,"""Die Forderungen von dem Hungerstreikenden, politischen Gefangenen Emir Karakum, in der Türkei sollen erfüllt werden.""",8.0,5.0
Berlin,Berlin,2022-09-20,,"""Protect Ukrainian Sky""",30.0,10.0
Berlin,Berlin,2022-09-20,,"""Antifsschistisches Gedenken an Eugeniu Botnari - Niemand ist vergessen. Platzbenennung und Wandgestaltung in Erinnerung an Botnari jetzt!""",100.0,40.0
Berlin,Berlin,2022-09-20,,"""Bürgerinnen und Bürger äußern ihre kritische Meinung zur Regierungspolitik und warnen vor der Gefährdung von Grundrechten, Demokratie, Pluralismus, Frieden und Wohlstand."" (vom 13.09. bis 27.09.2022 - jeweils Di.)",35.0,20.0
Berlin,Berlin,2022-09-20,,"""Mahnwache für Mahsa Amini""",20.0,120.0
Berlin,Berlin,2022-09-20,,"""Menschen mit Schildern"" (vom 04.01. bis 27.12.2022 - jeweils Di.)",30.0,30.0
Berlin,Berlin,2022-09-20,,"""Stand with Ukraine""",300.0,200.0
Berlin,Berlin,2022-09-20,,"""Wir pfeifen auf Stuttgart 21"" (vom 05.07. bis 27.09.2022 - jeweils Di.)",5.0,
Berlin,Berlin,2022-09-21,,"""Mit dem Klimacamp wollen wir lokal vor Ort auf die Klimakrise aufmerksam machen. Wir wollen die größte und tiefgreifendste Herausforderung der Menschheit als Thema verstärkt in die Öffentlichkeit bringen und durch eine längerfristige Meinungskundgabe auf die Politik wirken. Das Ziel ist es, nachhaltig verfassungsrechtlich verankerten und notwendigen Klimaschutz zu bewirken. …."" (vom 15.09. bis 21.09.2022 - täglich)",500.0,
Berlin,Berlin,2022-09-21,,"""Kundgebung vor der Tarifverhandlung Metall- und Elektroindustrie Berlin-Brandenburg""",50.0,100.0
Berlin,Berlin,2022-09-21,,"""Nein zu CETA!""",30.0,20.0
Berlin,Berlin,2022-09-21,,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10.0,2.0
Berlin,Berlin,2022-09-21,,"""Im Gedenken an die Opfer der Agenda 2010 mit der Fragestellung... Sind es die Empathielosen, die unsere Gesellschaft zerstören?""",10.0,
Berlin,Berlin,2022-09-21,,"""Gegen Russlands Aggression in der Ukraine und der Mobilmachung in Russland""",500.0,11.0
Berlin,Berlin,2022-09-21,,"""Protestkundgebung gegen Raisis Teilnahme an der UN-Volksversammlung im September 2022""",50.0,50.0
Berlin,Berlin,2022-09-21,,"""Der UN-Weltfriedenstag ""Für Frieden und Völkerverständigung""",90.0,50.0
Berlin,Berlin,2022-09-21,,"""Animal Rights Square: Video-Aktion zur Aufklärung über die Tierindustrie"" (vom 10.08. bis 21.09.2022 - jeweils Mi.)",15.0,
Berlin,Berlin,2022-09-21,,"""Am 14.09.22 hat Tajikistan die angrenzende Gebiete im Südwesten Kirgisistan angegriffen, hat außerdem den Flughafen in der Stadt Batken beschossen.´..""",30.0,65.0
Berlin,Berlin,2022-09-21,,"""Kein Krieg und keine Kriegshetze gegen Russland!, NATO - Hände weg von der Ukraine und anderen Ländern, die in ihrem Fadenkreuz stehen!"" (vom 06.07. bis 28.09.2022 - jeweils Mi.)",10.0,10.0
Berlin,Berlin,2022-09-21,,"""After the return of the Marcoses in power through massive rigging of the May elections, mis-and disinformation, and state terrorism, human rights repression and the sufferings of Filipino people continues. On September 21, 6PM in front of the Philippine Embassy, Berlin, we remember the stories of struggles of the Filipino people to commemorate the 50th year of Marcos´ martial law imposition in the Philippines.""",20.0,12.0
Berlin,Berlin,2022-09-21,,"""Generalmobilmachung in Russland - Deutschland muss reagieren! Wir verlangen: 1.""humanitäre Korridore"" für alle, die nicht in den Krieg ziehen wollen, 2. Anerkennung als Asylberechtigte oder humanitäre Aufenthalte für russische Kriegsdienstverweigerer.""",50.0,260.0
Berlin,Berlin,2022-09-22,,"""Mit dem Klimacamp wollen wir lokal vor Ort auf die Klimakrise aufmerksam machen. Wir wollen die größte und tiefgreifendste Herausforderung der Menschheit als Thema verstärkt in die Öffentlichkeit bringen und durch eine längerfristige Meinungskundgabe auf die Politik wirken. Das Ziel ist es, nachhaltig verfassungsrechtlich verankerten und notwendigen Klimaschutz zu bewirken. …."" (vom 15.09. bis 26.09.2022 - täglich)",500.0,
Berlin,Berlin,2022-09-22,,"""Im Rahmen der zu fuß zur Schule Woche. 100 Schulzonen für Berlin pro Jahr! Wir fordern die Einführung von autofreien Schulzonen. Kinder sollen selbstbestimmt, selbstbewusst und vor allem sicher zur Schule (Kita, Hort) und nach Hause kommen. Aus diesem Grund brauchen sie autofreie Zonen, um sich selbständig zu bewegen und entfalten zu können. Autoverkehr vor Schulen setzt Kinder Gefahren aus und schränkt sie in ihrer Bewegungsfreiheit ein. Dazu gehört insbesondere das Halten, Rangieren sowie das Öffnen von Autotüren. Ruhender Pkw-Verkehr verhindert direkte Sichtbeziehungen, was sich ebenfalls negativ auf die Schulwegsicherheit auswirkt.""",200.0,150.0
Berlin,Berlin,2022-09-22,,"""Autofreie Schulzone für die Adolf-Glaßbrenner Grundschule - Wir fordern die Einführung einer autofreien Schulzone vor der Adolf-Glaßbrenner Grundschule. Kinder sollen selbstbestimmt, selbstbewusst und vor allem sicher zur Schule und nach Hause kommen. Aus diesem Grund brauchen sie autofreie Zonen, um sich selbständig bewegen zu können. Autoverkehr vor Schulen setzt Kinder Gefahren aus und schränkt sie in ihrer Bewegungsfreiheit ein. Dazu gehört insbesondere das Halten, Rangieren sowie das Öffnen von Autotüren. Ruhender Pkw-Verkehr verhindert direkte Sichtbeziehungen, was sich ebenfalls negativ auf die Schulwegsicherheit auswirkt.""",300.0,100.0
Berlin,Berlin,2022-09-22,,"""Endlich Schulwegsicherheit in Alt-Treptow: Eltern, Kinder und Jugendliche sind auf den Schulwegen in Alt-Treptow massiven gesundheitlichen Belastungen und der Lebensgefahr durch zunehmenden Verkehr ausgesetzt. Täglich erleben wir gefährliche Situationen durch fehlende Radspuren, zugeparkte und nicht einsichtige Kreuzungen, zu schnell fahrende KFZ. Wir fordern: sichere Radwege, Blitzer, Kiss-and-Go-Zonen, tägliche Straßensperrung morgens und nachmittags zu Schulwegzeiten und gesicherte Kreuzungen. Es muss endlich mehr und deutlich für die Sicherheit von Schulwegen gehandelt werden, alles andere ist fahrlässig.""",300.0,40.0
