event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_1km,population_2km,population_5km,population_best
DEU20172,16 February 2024,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Merkur,National,"On 16 February 2024, about 100 climate activists participated in a protest in front of the Ministry of Economy in Berlin - Mitte (Berlin) against the use of fossil fuels and the commissioning of the LNG terminal in Mukran. The protesters demanded an immediate halt to the construction of LNG infrastructure in Germany due to fears of possible damage to the environment and tourism.",0,crowd size=about 100,1708472102,23736,43046,138680,23736
DEU20173,16 February 2024,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Zeitung,National,"On 16 February 2024, in the evening, about 1,000 people participated in a protest in front of the Russian embassy in Berlin - Mitte (Berlin) to commemorate Alexei Navalny and demand a Russia without Putin. According to the protesters the Russian government and Vladimir Putin are responsible for Navalny's death. Earlier in the afternoon, about 20 people gathered in the same location under the motto 'Free Navalny - Putin is a killer'.",0,"crowd size=about 1,020",1708472102,23736,43046,138680,23736
DEU20104,15 February 2024,2024,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany),6,Police Forces of Germany (2021-),,1,16,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Der Tagesspiegel,Subnational,"On 15 February 2024, 3 Last Generation activists protested in the Federal Ministry of Transport in Berlin - Mitte (Berlin) against the politics of Minister of Transport Volker Wissing (FDP) and covered a wall with twelve posters. The protesters were temporarily arrested by the police.",0,crowd size=3,1708472102,23736,43046,138680,23736
DEU20126,15 February 2024,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Labor Group (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Morgenpost,Subnational,"On 15 February 2024, actors and directors protested in Berlin - Mitte (Berlin) during the opening of the Berlinale to set a sign for democracy, diversity, and peaceful coexistence and against right-wing extremism. The context of the protest was a debate about the invitation and disinvitation of several AfD politicians to the opening gala.",0,crowd size=no report,1708472102,23736,43046,138680,23736
DEU20100,14 February 2024,2024,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),,6,Police Forces of Germany (2021-),,1,16,,276,Europe,Germany,Berlin,Berlin,,Berlin - Friedrichshain-Kreuzberg,52.501,13.4403,1,Berliner Morgenpost; Berliner Zeitung,Subnational-National,"On 14 February 2024, in the evening, about 230 pro-Palestine demonstrators participated in a sit-in in Berlin - Friedrichshain-Kreuzberg (Berlin) in front of the Springer House where a conference between German and Israeli politicians on the Middle East conflict and growing anti-Semitism took place. The demonstrators gathered under the motto 'Free Palestine'. The police ordered the demonstration to be moved to another nearby location to keep escape routes clear, carried some demonstrators away and provisionally arrested 12 participants. In the early evening, about 50 people participated in a flashmob under the motto 'Free Palestine' whereby pro-Palestinian and anti-police slogans where shouted, causing the arrest of another 10 demonstrators. During the demonstration 3 police forces were injured.",0,crowd size=about 280,1708472102,11620,45734,127378,11620
DEU20170,14 February 2024,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Friedrichshain-Kreuzberg,52.501,13.4403,1,Berliner Morgenpost,Subnational,"On 14 February 2024, in the afternoon, people participated in a small protest in front of the Springer House in Berlin - Friedrichshain-Kreuzberg (Berlin) under the motto 'Stop the financing of the genocide' referring to the situation in Gaza.",0,crowd size=no report,1708472102,11620,45734,127378,11620
DEU20171,14 February 2024,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Morgenpost,Subnational,"On 14 February 2024, at the call of the initiative '100% Tempelhofer Feld', about 20 people participated in a protest in front of the House of Representatives in Berlin - Mitte (Berlin) against a recent resolution to build more refugee accommodation and the Senat's attempt to exclude part of Tempelhofer Feld from construction protection.",0,crowd size=about 20,1708472102,23736,43046,138680,23736
DEU20176,14 February 2024,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Neukolln,52.481,13.4354,1,Berliner Morgenpost; Berliner Zeitung,Subnational-National,"On 14 February 2024, about 100 people participated in a protest in Berlin - Neukolln (Berlin) under the motto 'Solidarity with Palestine'.",0,crowd size=about 100,1708472102,13698,46672,192613,13698
DEU20110,12 February 2024,2024,1,Demonstrations,Riots,Violent demonstration,Rioters (Germany),,5,Police Forces of Germany (2021-),,1,15,,276,Europe,Germany,Berlin,Berlin,,Berlin - Neukolln,52.481,13.4354,1,Berliner Zeitung; Suddeutsche Zeitung,National,"On 12 February 2024, 250 people staged a pro-Palestinian demonstration in Berlin - Neukolln (Berlin). Individuals attacked police officers by throwing stones, pyrotechnics, and bottles, leading to several arrests and an ongoing investigation.",0,crowd size=250,1708472102,13698,46672,192613,46672
DEU20160,10 February 2024,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Grannies Against the Right (Germany); Women (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Tempelhof-Schoneberg,52.4406,13.3738,1,Berliner Morgenpost,Subnational,"On 10 February 2024, around 50 people, including Grannies Against the Right, staged a protest on Wittenberg Square in Berlin - Tempelhof-Schoneberg (Berlin), advocating against the AfD's election campaign, opposing the party's policies regarding issues such as EU withdrawal. The protest was prompted by concerns over a secret meeting between AfD representatives and extremists, discussing mass deportations of individuals with German citizenship and migrant backgrounds, leading to a heightened awareness and mobilization against right-wing ideologies in various cities.",0,crowd size=around 50,1708472102,6225,56478,257092,6225
DEU20174,10 February 2024,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Zeitung; Merkur,National,"On 10 February 2024, more than 600 people staged a protest in front of Brandenburg Gate in Berlin - Mitte (Berlin), advocating against the Iranian government, commemorating the 45th anniversary of the revolution, and advocating for a focused policy against the Mullahs.",0,crowd size=more than 600,1708472102,23736,43046,138680,23736
DEU20175,10 February 2024,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Morgenpost; Jungle World,Other-Subnational,"On 10 February 2024, around 2,500 people staged a protest with pro-Palestinian banners and under the motto 'Stop war worldwide' in Berlin - Mitte (Berlin), primarily focused on advocating for peace in various regions, including the Middle East. An anti-Israeli protest group disrupted a performance at the Berlin Museum 'Hamburger Bahnhof', where an artist was reading Hannah Arendt's work for 100 consecutive hours.",0,"crowd size=around 2,500",1708472102,23736,43046,138680,23736
DEU19890,08 February 2024,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,Protesters (Germany),,6,66,,276,Europe,Germany,Berlin,Berlin,,Berlin - Steglitz-Zehlendorf,52.428,13.2317,1,Donau Kurier; Judische Allgemeine; Suddeutsche Zeitung,Other-National,"On 8 February 2024, around 85 people staged a protest in front of the Free University in Berlin - Steglitz-Zehlendorf (Berlin), in solidarity with Palestine, expressing support for the Palestinian cause amid ongoing tensions in the region and criticizing the perceived one-sided support for Israel from university administrations and the suppression of criticism against the Israeli government. Around 20 people participated in a counter-protest in front of the Free University in Berlin - Steglitz-Zehlendorf (Berlin), motivated by a recent assault of a Jewish student and concerns about rising anti-Semitic sentiments, aiming to show solidarity with Jewish students and to condemn anti-Semitic violence.",0,crowd size=around 85,1707858599,7830,24852,102728,7830
DEU19888,04 February 2024,2024,1,Political violence,Riots,Mob violence,Rioters (Germany),,5,Civilians (Germany),LGBTQ+ (Germany),7,57,Civilian targeting,276,Europe,Germany,Berlin,Berlin,,Berlin - Marzahn-Hellersdorf,52.5223,13.5876,1,Der Tagesspiegel,Subnational,"On 4 February 2024, 3 men homophobically insulted and attacked a 23-year old man in Berlin - Marzahn-Hellersdorf (Berlin), they hit him and brought him to the ground, and continued kicking him until a kiosk owner intervened. The 23-year old man was taken to the hospital with cuts on the forearm and injuries on the neck.",0,crowd size=3,1707858599,13817,39762,196684,39762
DEU20102,04 February 2024,2024,1,Political violence,Riots,Mob violence,Rioters (Germany),,5,Civilians (Germany),LGBTQ+ (Germany),7,57,Civilian targeting,276,Europe,Germany,Berlin,Berlin,,Berlin - Marzahn-Hellersdorf,52.5223,13.5876,1,Jungle World,Other,"On 4 February 2024, a group of unknown men homophobically insulted a 23-year old man in Berlin - Marzahn-Hellersdorf (Berlin) and beat him up.",0,crowd size=no report,1708472102,13817,39762,196684,39762
DEU19889,03 February 2024,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Christian Group (Germany); Labor Group (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Kieler Nachrichten,National,"On 3 February 2024, around 150,000 or 300,000 people (according to the organizers), including labor unionists, church groups, sports groups, left organizations and pro-Palestine supporters, participated in a protest and a symbolic human chain around the Bundestag in Berlin - Mitte (Berlin) called for by the alliance 'Hand in Hand', consisting of more than 100 civil society organizations, sport clubs, social associations and refugee workers, against far-right extremism. The protest was organized following reports about a secret meeting between AfD members and far-right activists in Potsdam in November 2023, during which remigration plans were discussed.",0,"crowd size=around 150,000 or 30,000",1707858599,23736,43046,138680,23736
DEU19665,02 February 2024,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),LGBTQ+ (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Die Tageszeitung,National,"On 2 February 2024, around 30 activists protested in front of the Bundestag in Berlin - Mitte (Berlin) with a sauna and a Sweat-In in defense of the rights of transgender people. The protest took place amid the drafting of the Self-Determination Act, which was set to allow Sauna operators to deny transgender women access to women's saunas at the time of reporting.",0,crowd size=around 30,1707254002,23736,43046,138680,23736
DEU19701,27 January 2024,2024,1,Demonstrations,Riots,Violent demonstration,Rioters (Germany),,5,Rioters (Germany),Police Forces of Germany (2021-),5,55,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Zeitung,National,"On 27 January 2024, around 2,500 people took part in a demonstration near Neptunbrunnen in Berlin - Mitte (Berlin) in solidarity with Palestine. A counter-demonstration in solidarity with Israel of around 200 people took place around Marx-Engels-Forums. Clashes between both groups of demonstrators and the police occurred at the end of the demonstration.",0,"crowd size=around 2,700",1707254002,23736,43046,138680,43046
DEU19278,26 January 2024,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Farmers (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Zeitung,National,"On 26 January 2024, around 300 farmers staged a protest with their tractors in front of the party headquarter Berlin - Mitte (Berlin), advocating against the policies of the German federal government, expressing grievances related to their livelihoods and dissatisfaction with current conditions.",0,crowd size=around 300,1706649896,23736,43046,138680,23736
DEU19470,24 January 2024,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Argentinian Group (Germany); Labor Group (Germany); Protesters (Argentina); PTS: Socialist Workers' Party,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,La Capital (Argentina); Rosario3,International,"On 24 January 2024, more than 150 people, including members of the Argentinian Socialist Workers' Party, gathered in front of the Argentine Embassy in Berlin - Mitte (Berlin) against the current Argentinian administration and in support of the strike of the Argentinian workers' federations against the government's economic measures. They also opposed new regulations criminalizing social protest and limiting freedom of expression, which they considered a danger to democracy, as well as the so-called omnibus law.",0,crowd size=more than 150,1707254001,23736,43046,138680,23736
DEU19261,21 January 2024,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Farmers (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Bayerischer Rundfunk,National,"On 21 January 2024, around 1,000 farmers and climate activists staged a protest near the Brandenburg Gate in Berlin - Mitte (Berlin), advocating for an immediate energy turnaround and expressing dissatisfaction with current conditions.",0,"crowd size=around 1,000",1706649896,23736,43046,138680,23736
DEU19339,21 January 2024,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Dresdner Neueste Nachrichten,National,"On 21 January 2024, around 100,000 people staged a protest in Berlin - Mitte (Berlin), advocating against the AfD. The protest was prompted by concerns over a secret meeting between AfD representatives, discussing mass deportations of individuals with German citizenship and migrant background, leading to a heightened awareness and mobilization against right-wing ideologies in various cities.",0,"crowd size=around 100,000",1706649896,23736,43046,138680,23736
DEU19259,20 January 2024,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Farmers (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Morgenpost,Subnational,"On 20 January 2024, around 8,000 farmers staged a protest near the chancellery in Berlin - Mitte (Berlin), advocating against the policies of the German federal government, expressing grievances related to their livelihoods and dissatisfaction with current conditions.",0,"crowd size=around 8,000",1706649896,23736,43046,138680,23736
DEU19386,20 January 2024,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),,6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Neukolln,52.481,13.4354,1,Merkur,National,"On 20 January 2024, around 1,000 people staged a pro-Palestine protest in Berlin - Neukolln (Berlin), aiming to express solidarity with Palestine.",0,"crowd size=around 1,000",1706649896,13698,46672,192613,13698
DEU19143,19 January 2024,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Farmers (Germany); Labor Group (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Berliner Zeitung; Merkur,National,"On 19 January 2024, around 1,250 truck drivers, freight contractors, craftsmen, and farmers staged a protest near the Berlin Victory Column in Berlin - Mitte (Berlin), advocating against the policies of the German federal government, expressing grievances related to their livelihoods and dissatisfaction with current conditions.",0,"crowd size=around 1,250",1706054121,23736,43046,138680,23736
DEU19066,18 January 2024,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Farmers (Germany),6,,,0,60,,276,Europe,Germany,Berlin,Berlin,,Berlin - Mitte,52.5177,13.4024,1,Morgen Post,National,"On 18 January 2024, around 350 farmers staged a protest in front of the Brandenburg Gate in Berlin - Mitte (Berlin). The event was part of a nationwide demonstration movement called by farmers to denounce the government's plan to cut agricultural sector subsidies.",0,crowd size=around 350,1706054121,23736,43046,138680,23736
